,sku,cat1,cat2,cat3
4023,177306,higiene y cuidado personal,íntima,compresas
4024,177311,higiene y cuidado personal,dental,colutorios
4025,177312,cosmética y belleza,labial,hidratantes labiales
4026,177314,cosmética y belleza,sol,protectores solares
4027,177315,cosmética y belleza,sol,protectores solares
4028,177316,cosmética y belleza,sol,protección nieve
4029,177317,cosmética y belleza,sol,after-sun
4030,177362niña,infantil,chupetes,chupetes de silicona
4031,177364.Gris,infantil,biberones,biberones
4032,177365.azul,infantil,biberones,biberones
4033,177365.gris,infantil,biberones,biberones
4034,177365.lila,infantil,biberones,biberones
4035,177365.rosa,infantil,biberones,biberones
4036,177365.verde,infantil,biberones,biberones
4037,177366.azul,infantil,biberones,biberones
4038,177366.gris,infantil,biberones,biberones
4039,177366.rosa,infantil,biberones,biberones
4040,177366.verde,infantil,biberones,biberones
4041,177370,salud,salud sexual,lubricantes
4042,177374,nutrición,pérdida de peso,productos sustitutivos y entrehoras
4043,177375,nutrición,pérdida de peso,productos sustitutivos y entrehoras
4044,177378,infantil,higiene infantil,gel-champú
4045,177393,cosmética y belleza,facial,antimanchas
4046,177395,salud,vitaminas y minerales,jalea real
4047,177471,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4049,177481,nutrición,nutrición específica,niños
4050,177529,cosmética y belleza,ojos,lapiz y sombra de ojos
4051,177530,cosmética y belleza,ojos,lapiz y sombra de ojos
4052,177531,cosmética y belleza,ojos,lapiz y sombra de ojos
4053,177539,cosmética y belleza,labial,pintalabios
4054,177575,higiene y cuidado personal,cabello,champu
4055,177613,salud,ortopedia,lesiones
4056,177619,infantil,chupetes,chupetes de silicona
4057,177621,cosmética y belleza,sol,suplementos
4058,177629,cosmética y belleza,facial,ampollas
4059,177661,cosmética y belleza,corporal,hidratación
4060,177671,cosmética y belleza,sol,protectores solares
4061,177676,cosmética y belleza,facial,hidratantes
4063,177710,cosmética y belleza,sol,protectores solares
4064,177711,cosmética y belleza,facial,hidratantes
4066,17773.cattier,higiene y cuidado personal,cabello,champús especiales
4067,177752,salud,óptica,toallitas oculares
4068,177770,higiene y cuidado personal,cabello,champús especiales
4069,177791,salud,salud sexual,accesorios
4070,177798,salud,aparato urinario,incontinencia
4071,177799,higiene y cuidado personal,cabello,peinado y tratamiento
4072,177800,higiene y cuidado personal,cabello,champu
4073,177801,higiene y cuidado personal,cabello,peinado y tratamiento
4074,177821,higiene y cuidado personal,nariz y oído,limpieza
4075,177871,salud,óptica,toallitas oculares
4079,177890,cosmética y belleza,facial,antimanchas
4080,177890y187915,cosmética y belleza,facial,antimanchas
4081,177891,cosmética y belleza,facial,antimanchas
4082,177891y187915,cosmética y belleza,sol,protectores solares
4083,177892,cosmética y belleza,facial,serum
4084,177911,salud,vitaminas y minerales,multivitamínicos
4085,177912,salud,ortopedia,bolsas de frío y calor
4086,177917,cosmética y belleza,facial,antiarrugas
4087,177918,cosmética y belleza,facial,antiarrugas
4088,177919,cosmética y belleza,facial,antiarrugas
4089,177926,salud,problemas cardiovasculares y circulación,
4090,177937,cosmética y belleza,facial,acné
4091,177938,cosmética y belleza,facial,acné
4092,177940,cosmética y belleza,facial,rojeces
4093,177944,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4095,177966,salud,descanso y relajación,
4096,177967,salud,descanso y relajación,
4097,177978,cosmética y belleza,facial,antiarrugas
4098,177979,higiene y cuidado personal,facial,mascarillas
4099,177981,higiene y cuidado personal,facial,mascarillas
4100,177982,salud,mujer,embarazo y lactancia
4101,177985,cosmética y belleza,ojos,pestañas
4102,177986,cosmética y belleza,ojos,cejas
4103,177990,higiene y cuidado personal,dental,cuidados especiales
4104,178003,cosmética y belleza,facial,antimanchas
4105,178005,cosmética y belleza,facial,antimanchas
4106,178007,cosmética y belleza,facial,maquillajes
4107,178008,cosmética y belleza,sol,protectores solares
4108,178027,salud,descanso y relajación,
4109,178028,salud,fertilidad,fertilidad y concepción
4110,178037,higiene y cuidado personal,pies,desodorante de pies
4111,178042,cosmética y belleza,facial,antiarrugas
4112,178047,cosmética y belleza,facial,maquillajes
4113,178074,higiene y cuidado personal,dental,dentífricos
4114,178074.duplo,higiene y cuidado personal,dental,dentífricos
4115,178075,salud,óptica,colirios
4116,178076,salud,óptica,colirios
4117,178077,salud,óptica,colirios
4118,178078,salud,óptica,toallitas oculares
4119,178085,cosmética y belleza,facial,antiarrugas
4120,178134,salud,ortopedia,plantillas
4121,178135,salud,ortopedia,plantillas
4122,178136,salud,ortopedia,plantillas
4123,178138,salud,ortopedia,plantillas
4124,178140,salud,salud sexual,preservativos
4125,178141,salud,salud sexual,preservativos
4126,178143,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
4127,178144,cosmética y belleza,sol,protectores solares
4128,178146,cosmética y belleza,sol,protectores solares
4129,178157,nutrición,nutrición específica,adultos
4130,178158,cosmética y belleza,facial,acné
4131,178159,cosmética y belleza,facial,acné
4132,178161,cosmética y belleza,facial,acné
4133,178162,cosmética y belleza,facial,acné
4134,178163,cosmética y belleza,facial,acné
4135,178165,cosmética y belleza,facial,acné
4136,178176,salud,mujer,dolor menstrual
4137,178177,cosmética y belleza,corporal,piel seca y atópica
4138,178180,cosmética y belleza,facial,maquillajes
4139,178181,cosmética y belleza,facial,maquillajes
4140,178182,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4141,178191,infantil,alimentación infantil,galletitas
4142,178198,higiene y cuidado personal,nariz y oído,limpieza
4143,178199,higiene y cuidado personal,nariz y oído,limpieza
4144,178200,salud,botiquín,termómetros
4145,178201,cosmética y belleza,facial,acné
4146,178203,cosmética y belleza,facial,acné
4147,178213,cosmética y belleza,facial,hidratantes
4148,178220,higiene y cuidado personal,dental,cuidados especiales
4149,178239,salud,salud sexual,preservativos
4150,178272,higiene y cuidado personal,pies,callos
4152,178276,infantil,alimentación infantil,leches infantiles
4154,178285,salud,aparato respiratorio,nariz
4155,178286,cosmética y belleza,sol,aceite solar
4156,178287,salud,aparato respiratorio,nariz
4157,178291,salud,aparato respiratorio,nariz
4158,178301,cosmética y belleza,uñas,limas y tratamiento uñas
4159,178304,cosmética y belleza,facial,dermatitis y eczemas
4161,178313,cosmética y belleza,facial,acné
4162,178314,cosmética y belleza,facial,acné
4163,178315,cosmética y belleza,facial,acné
4164,178316,cosmética y belleza,facial,acné
4165,178317,higiene y cuidado personal,corporal,geles
4166,178319,cosmética y belleza,uñas,limas y tratamiento uñas
4167,178320,higiene y cuidado personal,cabello,champús especiales
4168,178330,higiene y cuidado personal,cabello,anticaída
4169,178330champu,higiene y cuidado personal,cabello,anticaída
4170,178352,higiene y cuidado personal,íntima,incontinencia
4171,178353,higiene y cuidado personal,íntima,incontinencia
4172,178354,higiene y cuidado personal,íntima,incontinencia
4173,178355,cosmética y belleza,facial,antiarrugas
4174,178356,cosmética y belleza,facial,antiarrugas
4175,178357,cosmética y belleza,facial,antiarrugas
4176,178406,cosmética y belleza,facial,antiarrugas
4177,178422,cosmética y belleza,corporal,hidratación
4178,178424,higiene y cuidado personal,corporal,geles
4179,178428,cosmética y belleza,corporal,piel seca y atópica
4180,178430,cosmética y belleza,facial,antimanchas
4181,178437,cosmética y belleza,facial,ampollas
4182,178449,cosmética y belleza,facial,hidratantes
4183,178465,salud,trastornos digestivos ,
4184,178478,cosmética y belleza,sol,protectores solares
4185,178484,salud,descanso y relajación,
4186,178508,salud,mujer,infecciones íntimas
4187,178509,infantil,alimentación infantil,papillas
4188,178536,higiene y cuidado personal,dental,prótesis dentales
4189,178547,cosmética y belleza,facial,dermatitis y eczemas
4190,178562,salud,vitaminas y minerales,jalea real
4191,178584,cosmética y belleza,facial,acné
4192,178585,cosmética y belleza,facial,acné
4193,178597,infantil,preparación al parto y maternidad,fajas postparto
4194,178598,infantil,preparación al parto y maternidad,fajas postparto
4195,178604,salud,botiquín,antimosquitos
4196,178649,salud,descanso y relajación,
4197,178662,infantil,biberones,biberones
4198,178663,infantil,biberones,biberones
4199,178667,infantil,biberones,biberones
4200,178674,cosmética y belleza,sol,after-sun
4201,178678,cosmética y belleza,sol,auto bronceadores
4202,178681,higiene y cuidado personal,dental,hilo dental
4203,178697,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4204,178699,infantil,alimentación infantil,leches infantiles
4205,178707,higiene y cuidado personal,dental,cepillos
4206,178721,salud,botiquín,golpes y hematomas
4207,178735,higiene y cuidado personal,cabello,piojos
4208,178739,cosmética y belleza,sol,protectores solares
4209,178739nosa,salud,botiquín,antimosquitos
4210,178746,higiene y cuidado personal,dental,cepillos eléctricos
4211,178751,infantil,higiene infantil,hidratantes
4212,178753,salud,vitaminas y minerales,
4213,178771,cosmética y belleza,facial,piel atópica
4214,178773,salud,descanso y relajación,
4215,178788+180183pack,cosmética y belleza,corporal,reductores y reafirmantes
4216,178789,cosmética y belleza,corporal,reductores y reafirmantes
4217,178794,higiene y cuidado personal,íntima,tampones
4218,178795,higiene y cuidado personal,íntima,tampones
4219,178796,higiene y cuidado personal,íntima,tampones
4220,178799,higiene y cuidado personal,íntima,tampones
4221,178813.azul,infantil,chupetes,chupetes de silicona
4222,178820,cosmética y belleza,sol,protectores solares
4223,178827,higiene y cuidado personal,corporal,desodorantes
4224,178828Duplo,higiene y cuidado personal,corporal,desodorantes
4225,178829Duplo,higiene y cuidado personal,corporal,desodorantes
4226,178831Duplo,higiene y cuidado personal,corporal,desodorantes
4227,178832Duplo,higiene y cuidado personal,corporal,desodorantes
4228,178833Duplo,higiene y cuidado personal,corporal,desodorantes
4230,178840,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4231,178840duplo,higiene y cuidado personal,facial,desmaquillantes y limpiadores
4232,178842,cosmética y belleza,corporal,piel seca y atópica
4233,178843,cosmética y belleza,facial,acné
4234,178844,higiene y cuidado personal,íntima,limpieza
4235,178859,higiene y cuidado personal,íntima,limpieza
4236,178864,higiene y cuidado personal,nariz y oído,limpieza
4237,178868,higiene y cuidado personal,cabello,peinado y tratamiento
4238,178869,higiene y cuidado personal,cabello,mascarillas
4239,178899,cosmética y belleza,sol,protección nieve
4240,178904,cosmética y belleza,facial,maquillajes
4243,178924,salud,óptica,colirios
4244,178925,higiene y cuidado personal,íntima,limpieza
4245,178926KEVIN,salud,botiquín,antimosquitos
4246,178926PHIL,salud,botiquín,antimosquitos
4247,178932,salud,vitaminas y minerales,
4248,178935,cosmética y belleza,corporal,piel seca y atópica
4249,178939,higiene y cuidado personal,cabello,tintes de pelo
4250,178941,salud,vitaminas y minerales,suplementos
4251,178947,higiene y cuidado personal,cabello,tintes de pelo
4252,178954,higiene y cuidado personal,cabello,peinado y tratamiento
4253,178955,salud,óptica,colirios
4254,178960,cosmética y belleza,corporal,piel seca y atópica
4255,178961,higiene y cuidado personal,íntima,limpieza
4257,178981,higiene y cuidado personal,cabello,peinado y tratamiento
4258,178982,salud,botiquín,antimosquitos
4259,178986,higiene y cuidado personal,íntima,compresas
4260,178996,higiene y cuidado personal,cabello,tintes de pelo
4261,179002,higiene y cuidado personal,cabello,tintes de pelo
4262,179004,salud,botiquín,antimosquitos
4263,179010,higiene y cuidado personal,cabello,tintes de pelo
4264,179026,cosmética y belleza,corporal,hidratación
4265,179028,higiene y cuidado personal,cabello,tintes de pelo
4267,179044,higiene y cuidado personal,cabello,tintes de pelo
4268,179051,higiene y cuidado personal,cabello,tintes de pelo
4269,179057Rosa,infantil,juguetes,mordedores
4270,179063,salud,descanso y relajación,
4271,179069,higiene y cuidado personal,cabello,tintes de pelo
4272,179072,salud,trastornos digestivos ,flora intestinal y digestión
4273,179073,higiene y cuidado personal,íntima,compresas
4274,179077,higiene y cuidado personal,cabello,tintes de pelo
4275,179081,nutrición,pérdida de peso,quemagrasas
4276,179086,salud,mujer,infecciones íntimas
4277,179090,cosmética y belleza,sol,suplementos
4278,179090x3,cosmética y belleza,sol,suplementos
4279,179091,higiene y cuidado personal,corporal,desodorantes
4280,179092,higiene y cuidado personal,corporal,desodorantes
4281,179093,higiene y cuidado personal,cabello,tintes de pelo
4282,179094,infantil,accesorios de alimentación,esterilización y limpieza
4283,179100,salud,botiquín,quemaduras y cicatrices
4284,179101,higiene y cuidado personal,cabello,tintes de pelo
4285,179106,higiene y cuidado personal,corporal,geles
4286,179119,higiene y cuidado personal,cabello,tintes de pelo
4287,179127,higiene y cuidado personal,cabello,tintes de pelo
4288,179132,higiene y cuidado personal,dental,blanqueamiento dental
4289,179134,salud,ortopedia,nebulizador
4290,179135,higiene y cuidado personal,cabello,tintes de pelo
4291,179139,cosmética y belleza,facial,hidratantes
4292,179143=168587,higiene y cuidado personal,cabello,tintes de pelo
4293,179150,higiene y cuidado personal,cabello,tintes de pelo
4296,179166,cosmética y belleza,ojos,contorno de ojos
4297,179168,higiene y cuidado personal,cabello,tintes de pelo
4298,179180,cosmética y belleza,facial,acné
4299,1791818,cosmética y belleza,sol,protectores solares
4300,179182,higiene y cuidado personal,cabello,anticaída
4301,179183,nutrición,nutrición específica,niños
4302,179184,higiene y cuidado personal,cabello,tintes de pelo
4303,179190,higiene y cuidado personal,dental,cepillos
4304,179191,higiene y cuidado personal,dental,cepillos
4305,179192,higiene y cuidado personal,cabello,tintes de pelo
4306,179193,higiene y cuidado personal,dental,cepillos eléctricos
