,sku,cat1,cat2,cat3
1609,157203,Higiene y cuidado personal,Dental,Dentífricos
1610,157204,Higiene y cuidado personal,Dental,Dentífricos
1611,157205,Higiene y cuidado personal,Dental,Dentífricos
1612,157208,Higiene y cuidado personal,Dental,Dentífricos
1613,157210,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
1614,157228,Salud,Óptica,Colirios
1615,157235,Salud,Vitaminas y Minerales,
1617,157253,Higiene y cuidado personal,Dental,Dentífricos
1618,157288,Higiene y cuidado personal,Dental,Cuidados Especiales
1619,157294,Salud,Vitaminas y Minerales,Multivitamínicos
1620,157305,Higiene y cuidado personal,Cabello,Mascarillas
1621,157357,Higiene y cuidado personal,Cabello,Champu
1622,157357x2,Higiene y cuidado personal,Cabello,Champu
1623,157359,Cosmética y Belleza,Sol,Protectores solares
1624,157375,Higiene y cuidado personal,Corporal,Geles
1625,157379,Cosmética y Belleza,Corporal,Piel Seca y atópica
1626,157380,Cosmética y Belleza,Corporal,Hidratación
1627,157381,Cosmética y Belleza,Corporal,Hidratación
1628,157382,Salud,Vitaminas y Minerales,Suplementos
1629,157411,Higiene y cuidado personal,Dental,Colutorios
1630,157417,Higiene y cuidado personal,Cabello,Anticaída
1631,157418,Higiene y cuidado personal,Cabello,Anticaída
1632,157422,Salud,Vitaminas y Minerales,Suplementos
1633,157436,Cosmética y Belleza,Facial,Hidratantes
1634,157437,Cosmética y Belleza,Facial,Maquillajes
1635,157438,Higiene y cuidado personal,Íntima,Limpieza
1636,157439,Cosmética y Belleza,Facial,Maquillajes
1637,157443,Higiene y cuidado personal,Cabello,Champu
1638,157444,Higiene y cuidado personal,Cabello,Mascarillas
1639,157445,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1640,157450,Cosmética y Belleza,Facial,Hidratantes
1641,157455,Cosmética y Belleza,Corporal,Hidratación
1642,157456,Cosmética y Belleza,Corporal,Hidratación
1643,157515,Higiene y cuidado personal,Dental,Colutorios
1644,157522,Salud,Aparato Respiratorio,Garganta y tos
1645,157523,Higiene y cuidado personal,Nariz y oído,Tapones y protección
1646,157532,Cosmética y Belleza,Corporal,Piel Seca y atópica
1647,157542,Higiene y cuidado personal,Íntima,Limpieza
1648,157545,Higiene y cuidado personal,Corporal,Exfoliantes
1653,157588,Higiene y cuidado personal,Dental,Colutorios
1654,157644,Cosmética y Belleza,Facial,Hidratantes
1655,157651,Cosmética y Belleza,Facial,Hidratantes
1656,157654,Higiene y cuidado personal,Dental,Dentífricos
1657,157655,Higiene y cuidado personal,Dental,Dentífricos
1658,157682,Salud,Trastornos digestivos ,Flora intestinal y digestión
1659,157684,Salud,Trastornos digestivos ,
1660,157703,Higiene y cuidado personal,Dental,Cepillos
1661,157704,Higiene y cuidado personal,Dental,Cepillos
1662,157706,Higiene y cuidado personal,Dental,Cepillos
1663,157723,Cosmética y Belleza,Uñas,Pintauñas
1664,157742,Higiene y cuidado personal,Corporal,Pastilla de Jabón
1665,157771,Infantil,Higiene infantil,Pieles Atópicas
1666,157809,Cosmética y Belleza,Sol,Protectores solares
1667,157810,Cosmética y Belleza,Sol,After-Sun
1668,157818,Cosmética y Belleza,Facial,Piel Seca
1669,157843.azuama,Infantil,Accesorios de alimentación,Cubiertos
1670,157843.Rosa,Infantil,Accesorios de alimentación,Vajillas Infantiles
1671,157845,Cosmética y Belleza,Labial,Herpes Labial
1673,157897,Salud,Aparato Respiratorio,Garganta y tos
1674,157898,Salud,Trastornos digestivos ,
1675,157908,Salud,Trastornos digestivos ,Gases
1677,157933,Salud,Problemas cardiovasculares y circulación,Colesterol
1678,157947,Cosmética y Belleza,Corporal,Celulitis
1679,157951,Higiene y cuidado personal,Pies,Hidratantes Pies
1680,157996,Cosmética y Belleza,Sol,After-Sun
1681,158022,Higiene y cuidado personal,Nariz y oído,Limpieza
1682,158111,Cosmética y Belleza,Facial,Maquillajes
1683,158117,Cosmética y Belleza,Ojos,Pestañas
1684,158153,Salud,Aparato Respiratorio,Garganta y tos
1685,158159,Salud,Trastornos digestivos ,Estreñimiento
1686,158162,Higiene y cuidado personal,Nariz y oído,Tapones y protección
1687,158171,Higiene y cuidado personal,Dental,Cepillos
1688,158184,Cosmética y Belleza,Labial,Hidratantes Labiales
1689,158212,Salud,Botiquín,Quemaduras y cicatrices
1690,158222,Salud,Mujer,Bienestar de la mujer
1691,158241,Higiene y cuidado personal,Dental,Prótesis Dentales
1692,158242,Higiene y cuidado personal,Dental,Prótesis Dentales
1693,158243,Higiene y cuidado personal,Dental,Prótesis Dentales
1694,158244,Higiene y cuidado personal,Dental,Prótesis Dentales
1695,158246,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1696,158277,Higiene y cuidado personal,Íntima,Limpieza
1697,158278,Higiene y cuidado personal,Corporal,Desodorantes
1698,158290,Higiene y cuidado personal,Nariz y oído,Limpieza
1699,158293,Higiene y cuidado personal,Nariz y oído,Limpieza
1700,158351,Salud,Problemas cardiovasculares y circulación,Colesterol
1701,158359,Higiene y cuidado personal,Pies,Limas y durezas
1702,158369,Salud,Óptica,Salud ocular
1703,158370,Salud,Óptica,Salud ocular
1704,158371,Salud,Óptica,Salud ocular
1705,158377,Infantil,Biberones,Biberones
1706,158383,Infantil,Biberones,Tetinas
1707,158385,Infantil,Biberones,Tetinas
1708,158388,Infantil,Biberones,Tetinas
1709,158389,Infantil,Biberones,Tetinas
1710,158392,Cosmética y Belleza,Sol,Protectores solares
1711,158398,Salud,Vitaminas y Minerales,Suplementos
1712,158411,Nutrición,alimentos,Edulcorantes
1713,158418,Higiene y cuidado personal,Cabello,Anticaspa
1714,158432,Higiene y cuidado personal,Corporal,Geles
1715,158434,Cosmética y Belleza,Facial,Hidratantes
1716,158435,Cosmética y Belleza,Labial,Hidratantes Labiales
1717,158437,Cosmética y Belleza,Corporal,Piel Seca y atópica
1718,158447,Higiene y cuidado personal,Corporal,Geles
1719,158473,Salud,Salud Sexual,Lubricantes
1720,158506,Cosmética y Belleza,Sol,Protectores solares
1721,158508,Salud,Óptica,Colirios
1722,158514,Higiene y cuidado personal,Cabello,Champu
1723,158521,Salud,Ortopedia,Lesiones
1724,158522,Salud,Ortopedia,Lesiones
1725,158523,Salud,Ortopedia,Lesiones
1726,158524,Salud,Ortopedia,Lesiones
1727,158525,Salud,Ortopedia,Lesiones
1728,158526,Salud,Ortopedia,Lesiones
1729,158527,Cosmética y Belleza,Ojos,Contorno de Ojos
1730,158528,Salud,Ortopedia,Lesiones
1731,158549,Infantil,Lactancia,Pezoneras
1732,158551,Infantil,Lactancia,Pezoneras
1733,158569,Salud,Óptica,Líquido lentillas
1734,158577,Salud,Aparato Respiratorio,Garganta y tos
1735,158639,Salud,Botiquín,Quemaduras y cicatrices
1736,158643,Infantil,Higiene infantil,Hidratantes
1737,158644,Higiene y cuidado personal,Dental,Prótesis Dentales
1738,158652,Higiene y cuidado personal,Nariz y oído,Limpieza
1739,158653,Higiene y cuidado personal,Nariz y oído,Limpieza
1740,158654,Higiene y cuidado personal,Nariz y oído,Limpieza
1741,158655,Salud,Botiquín,Quemaduras y cicatrices
1742,158675,Salud,Botiquín,desinfectantes
1743,158687,Higiene y cuidado personal,Dental,Dentífricos
1744,158691,Higiene y cuidado personal,Íntima,Compresas
1745,158696,Cosmética y Belleza,Facial,Antiarrugas
1746,158711,Salud,Aparato Respiratorio,Garganta y tos
1747,158716,Salud,Vitaminas y Minerales,Multivitamínicos
1748,158718,Salud,Vitaminas y Minerales,Multivitamínicos
1749,158720,Salud,Vitaminas y Minerales,Multivitamínicos
1750,158737,Higiene y cuidado personal,Dental,Colutorios
1751,158738.DUPLO,Higiene y cuidado personal,Dental,Colutorios
1752,158748,Salud,Botiquín,Desinfectantes
1753,158749,Salud,Botiquín,Desinfectantes
1754,158753,Salud,Ortopedia,Lesiones
1755,158763,Cosmética y Belleza,Facial,Piel Seca
1756,158771,Cosmética y Belleza,Sol,Protectores solares
1757,158774,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1758,158777,Higiene y cuidado personal,Íntima,Incontinencia
1759,158778,Higiene y cuidado personal,Íntima,Compresas
1760,158780,Higiene y cuidado personal,Íntima,Compresas
1761,158840.Cars,Higiene y cuidado personal,Dental,Cepillos
1762,158840.Princesas,Higiene y cuidado personal,Dental,Cepillos
1763,158873,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1764,158883,Salud,Aparato Respiratorio,Garganta y tos
1765,158886,Higiene y cuidado personal,Cabello,Champu
1766,158889,Salud,Vitaminas y Minerales,
1767,158900,Cosmética y Belleza,Corporal,Piel Seca y atópica
1768,158912,Higiene y cuidado personal,Dental,Dentífricos
1769,158935,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1770,158937,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1771,158938,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1772,158939,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1773,158945,Salud,Vitaminas y Minerales,Multivitamínicos
1774,158953,Cosmética y Belleza,Sol,Auto bronceadores
1775,158967,Infantil,Chupetes,Cadenitas Chupetes
1776,158967.Roja,Infantil,Chupetes,Cadenitas Chupetes
1778,158976,Salud,Ortopedia,Plantillas
1780,159042,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1781,159044,Higiene y cuidado personal,Dental,Colutorios
1782,159045,Higiene y cuidado personal,Dental,Blanqueamiento Dental
1783,15905,Salud,Salud Sexual,Accesorios
1784,159051,Nutrición,Pérdida de peso,Saciantes
1785,159054,Nutrición,Pérdida de peso,Drenajes
1786,159061,Salud,Botiquín,desinfectantes
1787,159075,Cosmética y Belleza,Corporal,Hidratación
1788,159076,Cosmética y Belleza,Corporal,Hidratación
1789,159078,Cosmética y Belleza,Corporal,Hidratación
1790,159079,Salud,Botiquín,desinfectantes
1791,159086,Infantil,Biberones,Tetinas
1792,159087,Higiene y cuidado personal,Dental,Cuidados Especiales
1793,159098,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1794,159115,Cosmética y Belleza,Facial,Antiarrugas
1795,159145,Infantil,Higiene infantil,Hidratantes
1796,159150,Salud,Vitaminas y Minerales,Suplementos
1797,159153,Salud,Vitaminas y Minerales,Suplementos
1798,159154,Salud,Vitaminas y Minerales,Suplementos
1799,159155,Salud,Vitaminas y Minerales,Suplementos
1800,159157,Salud,Vitaminas y Minerales,Suplementos
1801,159158,Salud,Vitaminas y Minerales,Suplementos
1802,159159,Salud,Vitaminas y Minerales,Suplementos
1803,159162,Salud,Vitaminas y Minerales,Suplementos
1804,159163,Salud,Vitaminas y Minerales,Suplementos
1805,159165,Salud,Vitaminas y Minerales,Suplementos
1806,159167,Salud,Vitaminas y Minerales,Suplementos
1807,159188,Salud,Botiquín,Quemaduras y cicatrices
1808,159189,Salud,Botiquín,
1809,159192,Salud,Trastornos digestivos ,Flora intestinal y digestión
1810,159193,Salud,Trastornos digestivos ,Flora intestinal y digestión
1811,159195,Higiene y cuidado personal,Dental,Irrigadores Bucales
1812,159201,Higiene y cuidado personal,Cabello,Champu
1813,159221,Nutrición,Pérdida de peso,Quemagrasas
1814,159223,Salud,Trastornos digestivos ,Función hepática
1815,159226,Higiene y cuidado personal,Dental,Dentífricos
1816,159245,Cosmética y Belleza,Sol,Protectores solares
1817,159249,Cosmética y Belleza,Facial,Acné
1818,159259,Cosmética y Belleza,Facial,Rojeces
1819,159260,Cosmética y Belleza,Facial,Rojeces
1820,159261,Cosmética y Belleza,Facial,Rojeces
1821,159268,Higiene y cuidado personal,Dental,Cepillos Interdentales
1822,159270,Higiene y cuidado personal,Dental,Cepillos Interdentales
1823,159271,Salud,Trastornos digestivos ,Flora intestinal y digestión
1824,159278,Salud,Botiquín,Quemaduras y cicatrices
1827,159323,Salud,Vitaminas y Minerales,Multivitamínicos
1828,159324,Salud,Vitaminas y Minerales,Multivitamínicos
1829,159325,Salud,Vitaminas y Minerales,Multivitamínicos
1830,159329,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1831,159336,Cosmética y Belleza,Perfumería,Mujer
1834,159366,Infantil,Alimentación infantil,Leches infantiles
1835,159386,Salud,Botiquín,Quemaduras y cicatrices
1836,159387,Cosmética y Belleza,Facial,Antiarrugas
1837,159416,Cosmética y Belleza,Facial,Acné
1838,159438,Salud,Trastornos digestivos ,Flora intestinal y digestión
1839,159439,Nutrición,Nutrición específica,Niños
1840,159440,Nutrición,Nutrición específica,Niños
1841,159441,Nutrición,Nutrición específica,Niños
1842,159443,Salud,Aparato Respiratorio,Garganta y tos
1843,159448+170085,Higiene y cuidado personal,Íntima,Limpieza
1844,159452,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1845,159454,Salud,Vitaminas y Minerales,
1846,159465.0,Cosmética y Belleza,Facial,Hidratantes
1847,159466,Cosmética y Belleza,Facial,Hidratantes
1848,159471,Cosmética y Belleza,Corporal,Estrias
1849,159472,Cosmética y Belleza,Labial,Con Protección Solar
1851,159494,Cosmética y Belleza,Sol,Protectores solares
1852,159498.amama,Infantil,Chupetes,Chupetes de Silicona
1853,159498.azuele,Infantil,Chupetes,Chupetes de Silicona
1854,159516,Higiene y cuidado personal,Corporal,Desodorantes
1855,159519,Cosmética y Belleza,Facial,Antiarrugas
1856,159521,Salud,Aparato Urinario,Incontinencia
1857,159558,Infantil,Higiene infantil,Gel-Champú
1858,159560,Salud,Descanso y relajación,Insomnio
1859,159566,Infantil,Higiene infantil,Gel-Champú
1860,159578,Salud,Óptica,Colirios
1861,159583,Salud,Trastornos digestivos ,Flora intestinal y digestión
1862,159584,Salud,Trastornos digestivos ,Flora intestinal y digestión
1863,159585,Salud,Trastornos digestivos ,Flora intestinal y digestión
1864,159586,Salud,Trastornos digestivos ,Flora intestinal y digestión
1866,159596,Cosmética y Belleza,Facial,Ampollas
1867,159598,Higiene y cuidado personal,Íntima,Limpieza
1868,159598.duplo,Higiene y cuidado personal,Íntima,Limpieza
1869,159651,Salud,Belleza,Cabello | Uñas
1870,159668,Cosmética y Belleza,Facial,Antiarrugas
1871,159686,Cosmética y Belleza,Facial,Antimanchas
1872,159692,Cosmética y Belleza,Facial,Ampollas
1873,159693,Cosmética y Belleza,Facial,Ampollas
1874,159713,Salud,Aromaterapia,Difusores
1875,159716saltrato,Higiene y cuidado personal,Pies,Limas y durezas
1876,159725,Salud,Belleza,Cabello | Uñas
1877,159738,Salud,Trastornos digestivos ,Flora intestinal y digestión
1878,159744,Higiene y cuidado personal,Pies,Hidratantes Pies
1879,159777,Salud,Descanso y relajación,Nerviosismo y estrés
1880,159778,Salud,Aparato Respiratorio,Garganta y tos
1881,159779,Salud,Óptica,Colirios
1882,159793,Cosmética y Belleza,Uñas,Pintauñas
1883,159797,Infantil,Alimentación infantil,Leches infantiles
1884,159817,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1885,159820,Salud,Aromaterapia,Aceites esenciales
1886,159842,Cosmética y Belleza,Facial,Antiarrugas
1887,159885,Salud,Óptica,Colirios
1888,159888,Cosmética y Belleza,Corporal,Estrias
1889,159893,Higiene y cuidado personal,Íntima,Limpieza
1890,159906,Higiene y cuidado personal,Cabello,Antigrasa
1891,159907,Infantil,Higiene infantil,Crema pañal
1892,159913,Higiene y cuidado personal,Cabello,Champu
1893,159937,Infantil,Alimentación infantil,Leches infantiles
1895,159943,Salud,Vitaminas y Minerales,Suplementos
1896,159958,Higiene y cuidado personal,Cabello,Piojos
1897,15995P01,Cosmética y Belleza,Sol,Protectores solares
1898,159960,Higiene y cuidado personal,Cabello,Piojos
1899,159997,Cosmética y Belleza,Sol,Protectores solares
1900,160004,Cosmética y Belleza,Sol,Protectores solares
1901,160047,Salud,Vitaminas y Minerales,Suplementos
1902,1601,Salud,Botiquín,Antimosquitos
1903,160153,Cosmética y Belleza,Labial,Hidratantes Labiales
1904,160155,Higiene y cuidado personal,Íntima,Limpieza
1905,160165,Salud,Botiquín,Suero fisiológico
1906,160202,Cosmética y Belleza,Facial,Acné
1907,160221,Nutrición,Pérdida de peso,Saciantes
1908,160245,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
1909,160249x2,Higiene y cuidado personal,Corporal,Desodorantes
1910,160258.azul,Infantil,Chupetes,Chupetes de Silicona
1911,160258.rosas,Infantil,Chupetes,Chupetes de Silicona
1912,160260,Cosmética y Belleza,Facial,Antiarrugas
1913,160261,Higiene y cuidado personal,Cabello,Anticaída
1914,160265,Higiene y cuidado personal,Facial,Exfoliantes
1915,160273,Salud,Descanso y relajación,
1916,160279,Infantil,Higiene infantil,Gel-Champú
1917,160291,Cosmética y Belleza,Facial,Piel Seca
1918,160301,Salud,Óptica,Salud ocular
1921,160365,Salud,Trastornos digestivos ,Flora intestinal y digestión
1922,160370,Cosmética y Belleza,Corporal,Hidratación
1923,160379,Nutrición,Nutrición Deportiva,complementos
1925,160388,Cosmética y Belleza,Manos,Crema de Manos
1926,160392,Cosmética y Belleza,Uñas,Pintauñas
1927,160399,Salud,Mujer,Embarazo y lactancia
1928,160401,Salud,Mujer,Embarazo y lactancia
1929,160407,Salud,Botiquín,Suero fisiológico
1930,160421,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
1931,160422,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
1932,160424,Higiene y cuidado personal,Cabello,Antigrasa
1933,160424x2,Higiene y cuidado personal,Cabello,Antigrasa
1934,160426,Infantil,Higiene infantil,Crema pañal
1935,160427,Infantil,Higiene infantil,Crema pañal
1936,160470,Salud,Botiquín,Antimosquitos
1937,160473,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1938,160473x2,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
1939,160481,Higiene y cuidado personal,Dental,Colutorios
1940,160518,Higiene y cuidado personal,Dental,Colutorios
1941,160540,Higiene y cuidado personal,Dental,Cepillos Interdentales
1942,160541,Higiene y cuidado personal,Dental,Cepillos Interdentales
1943,160670,Salud,Descanso y relajación,
1944,160672,Salud,Vitaminas y Minerales,Multivitamínicos
1945,1606822.amarillo,Infantil,Accesorios de alimentación,Esterilización y limpieza
1946,160686,Higiene y cuidado personal,Nariz y oído,Limpieza
1947,160696,Salud,Mujer,Menopausia
1948,160700,Infantil,Alimentación infantil,Papillas
1949,160702,Infantil,Alimentación infantil,Papillas
1950,160706,Higiene y cuidado personal,Íntima,Limpieza
1951,160710,Nutrición,alimentos,Sal y especias
1952,160750,Cosmética y Belleza,Facial,Acné
1953,160751,Cosmética y Belleza,Facial,Acné
1954,160763,Cosmética y Belleza,Facial,Antimanchas
1955,160765,Infantil,Higiene infantil,Hidratantes
1956,160773,Salud,Óptica,Toallitas Oculares
1957,160774,Salud,Óptica,Toallitas Oculares
